assunto,titulo
758,Ministro: privatização pode aumentar recursos para infraestrutura
758,Tecnologia pode reduzir em 40% uso de energia na construção até 2050
757,Agricultores do Paraná tentam proteger as lavouras das geadas
757,Presidente da Alesp pede 'medida rígida' contra falas sexistas de deputados
756,Senado regulamenta identidade profissional de radialista
756,Elon Musk vê risco de extinção dos italianos
755,Relatório da CPI da Chapecoense responsabiliza cinco empresas
755,"Suspeito de irregularidades, rei emérito da Espanha volta ao país após dois anos de exílio"
755,Justiça marca audiência sobre caso de atleta de 14 anos que diz ter sido espancado em 'batizado' no judô do Flamengo
754,Pentágono participa de audiência na Câmara dos EUA sobre óvnis
754,Biden afrouxa restrições a Cuba enquanto regime reprime população com novo Código Penal
753,Regras novas para backup no WhatsApp
753,"Sanções à Rússia prejudicam países em desenvolvimento, diz chanceler"
753,"""Transformar o mundo e preservar nossa casa comum"" é tema de Semana do Meio Ambiente"
753,Operação no Pará interdita garimpo ilegal de manganês e apreende 2.4t de minério
753,"EUA confiam que Finlândia e Suécia entrarão na Otan, apesar de veto turco"
752,Petrobras lança edital de R$ 20 milhões para startups
752,Segunda parcela do 13° salário do INSS será liberada na próxima semana
751,"Empréstimo pode ajudar pequenos empresários, mas precisa ser bem planejado; veja dicas de uso do crédito"
751,Johnny Depp x Amber Heard: o que acontece após depoimentos em tribunal
750,"Tempestade Yakecan chega ao Brasil com ventos de até 100 km/h, queda de energia e suspensão de aulas"
750,Autoridade dos EUA diz que Pentágono está comprometido em entender origens de óvnis
749,Corpo de jovem que morreu imprensada por ônibus em Fortaleza é velado em Maranguape
749,Audiência pública discute plano de saneamento básico em comunidade da zona rural de Óbidos
749,Os riscos e benefícios de nadar na água gelada
749,Bolsonaro entra com novo pedido de investigação contra Alexandre de Moraes
748,Família divulga print de conversa em que ex se recusa a aceitar fim do namoro com jovem que foi morta a tiros
748,"Em uma semana, Paraná registra mais nove mortes por dengue e 12.440 novos casos"
747,"Surfista surpreendido por onda gigante no Leblon fala sobre vídeo: ‘Foi um susto, mas depois eu ri’"
747,"PRF apreendeu mais de 800 quilos de drogas em 2021 em rodovias no Acre, aponta anuário"
746,"Cheia alaga 98% do município de Anamã, no AM"
746,Cúpula do PSDB se reúne em meio a crise sobre candidatura própria do partido ao Planalto
745,Covid-19: aplicação das 1ª e 2ª doses da vacina passa a ocorrer em livre demanda em Patos de Minas
745,"Família faz campanha para bebê com hidrocefalia conseguir cirurgia para se alimentar pela boca, em Goiânia"
744,"Reajuste a servidor fica fora de revisão do Orçamento; bloqueio vai a R$ 9,9 bi"
744,Nantes completa 25 anos e segue no caminho para o desenvolvimento do futuro
743,Campinas confirma 1ª morte por febre maculosa no ano; vítima é militar do Exército e tinha 18 anos
743,CEF orienta trabalhadores sobre o Saque-Aniversário para liberação de FGTS
742,São José dos Ausentes tem primeiro registro de neve no RS em 2022; veja vídeo
742,‘Centrãoduto’: Deputado pede que comissão ouça empresário ‘rei do gás’
742,Profissionais de educação podem cursar  Pós-Graduação na Unifor com financiamento
741,"Aos 112 anos, venezuelano entra no Guinness como homem mais velho do mundo"
741,A luta de ucranianos por sua identidade nacional
740,Como eram os testes de gravidez na Antiguidade?
740,Inscrição para a 2ª etapa do Revalida: Prazo acaba hoje
739,Os dilemas da pediatra que cuida de crianças em estado terminal
739,6 doenças que mais geram afastamento do trabalho
738,Secretaria de Assistência Social reforça as estratégias de proteção à população em situação de rua em Divinópolis
738,Imposto de Renda 2022: quando vale a pena antecipar a restituição?
737,"Em dia volátil, taxas curta e intermediária de juros caem; longas ficam estáveis"
737,Venezuelano de 112 anos se torna o homem mais velho do mundo
736,Câmara dos Deputados homenageia 50 anos da Fundação Edson Queiroz
736,"Vídeo: em sessão, Aras bate boca com procurador no MPF"
735,Entenda lei que cria o mês do 'vira-lata caramelo' em Florianópolis
735,"Famílias processam, e Holanda julga Braskem por bairros afundados em Maceió"
734,"Brasileiro que deixou balé Bolshoi de Moscou diz que decisão foi 'óbvia' devido à guerra, mas que leva experiência na Rússia no coração"
734,"Após morte de promotor em lua de mel, funcionários do MP do Paraguai estão em alerta: 'pouco de medo'"
733,Governo da Espanha aprova primeira licença menstrual remunerada da Europa; projeto irá ao Parlamento
733,Jovem morre após ser baleado em bairro de Birigui
732,Covid-19: Butantan identifica nova variante recombinante em São Paulo
732,"Feirão oferece mais de 1,3 mil vagas de emprego em João Pessoa"
731,Oficinas do edital Quilombagens têm inscrições abertas em Juiz de Fora; saiba como participar
731,Zezé Di Camargo e Luciano homenageiam Breno Silveira em show em Curitiba
730,"Suspeito de matar dançarino é preso em operação da Policia Civil em Sertãozinho, SP"
730,Carro do sistema prisional capota na BR-251 e policial penal morre
729,Museu Histórico de Campina Grande reabre ao público nesta quinta-feira
729,"3,6 milhões de trabalhadores nascidos em junho retiram o FGTS pela Caixa"
729,Aluna da Unicamp é morta a facadas em São João da Boa Vista; polícia busca suspeito
728,Pensionistas: processo de recurso no INSS pode ser demorado e burocrático
728,Defesa Civil de Petrópolis já concluiu mais de 10 mil vistorias
727,"Semana do MEI tem atendimento até quinta no Calçadão, em Campos"
727,Comerciantes de Belo Horizonte são alvo da ação de criminosos
726,Inscrição em 2022 no Cadastro Único pode ser feita pela internet
726,"'Policiais estão sendo caçados', diz esposa de militar que tem a casa vigiada por homens usando tornozeleira eletrônica em Belém"
725,VÍDEO | Ônibus do Transcol anda com porta aberta e risco de acidente preocupa passageiros
725,Baleia salta e cai em cima de lancha de turistas no México
724,"Conta de luz segue sem custo adicional em junho, diz Aneel"
724,Universidade e escolas de 28 cidades do RS suspendem aulas por causa de tempestade subtropical
723,"Menino de 3 anos morre afogado em piscina de hotelzinho, em Belo Jardim"
723,Como agir se o saque extraordinário do FGTS não tiver liberação?
723,Santos promove curso que incentiva participação de mulheres na política
722,Eletrobras tem lucro 70% maior no 1º trimestre e deve adiar Angra 3 para 2028
722,7 coisas que aprendemos sobre nossas emoções com autora best-seller
721,Câmeras de segurança mostram  'homem-aranha' invadindo prédio para cometer furtos em Cuiabá
721,Justiça aceita denuncia contra envolvidos na morte de perito baleado e jogado no Rio Guandu
720,Pesquisadores da UFMG criam teste que detecta dengue
720,Fique por dentro das principais notícias que podem afetar seu bolso hoje
720,Morador encontra cobra dentro de guarda-roupa em apartamento
719,Senado avança na proposta que abate no IR compra de medicamentos
719,Imposto de Renda 2022: faltam duas semanas para o fim do prazo; agilize a separação de documentos
719,Refinarias da Petrobras batem recorde de processamento de óleo do pré-sal
719,Criminosos cortam fornecimento de energia e furtam fiação do prédio onde vacinas são armazenadas em Montes Claros
718,"Em meio à alta do diesel, Bolsonaro altera regra sobre piso do frete pago a caminhoneiros"
718,"Reintegração de posse interdita quarteirão da rua Augusta, no centro de SP"
717,"ANS autoriza reajuste de 15,5% na cobrança dos planos de saúde"
717,Mariupol: Rússia confirma retirada de 265 soldados ucranianos e conquista total da cidade
717,Pedido de uso emergencial de antidepressivo para tratar Covid é negado nos EUA
716,Brasileiro fala sobre voo ao espaço adiado: 'Precisam fazer mais testes para ser 110% seguro'
716,Emissões de passaporte mais que dobram no Brasil no 1º trimestre
715,Alesp começa a discutir e votar nesta terça cassação de Arthur do Val
715,Temperaturas devem cair no ES durante a semana e há risco de geada na Região Serrana
714,Ituano arranca empate com o Grêmio na Série B
714,Rússia ataca bases de armas da Europa perto da fronteira com a Polônia
713,Acidente deixa uma pessoa morta na Pr entre Palotina e Assis Chateaubriand
713,Como investir valores diferentes no Tesouro Direto todos os meses
713,Junta militar de Mali diz que impediu tentativa de golpe
712,"Com três de Marcus Vinícius, Estrela atropela o GEL e assume liderança do grupo B da Copa Espírito Santo"
712,Alckmin quer aliados de confiança na coordenação de campanha de Lula
711,BPC-LOAS pelo INSS: Liberação com os novos requisitos
711,Policial federal é denunciado por homicídio e sete tentativas triplamente qualificadas
710,"Eletrobras tem lucro de R$ 2,7 bi no 1º trimestre, alta de 70%"
710,EUA anunciam que vão facilitar  concessão de vistos e remessas familiares para Cuba
710,Quanto tempo pode durar o pagamento do seguro-desemprego?
709,"No Roda Viva, Rodrigo Pacheco diz que ""não existe orçamento secreto"""
709,"PIB da Zona do Euro cresce 5,1% no 1º tri de 2022 em relação a 2021"
708,Argentina enfrenta quarta onda de Covid
708,CREAS recebe 50 denúncias de abuso sexual contra crianças em Imperatriz
708,Grana do Auxílio Emergencial pode ser devolvido em até 60 parcelas
708,"'Não tem como manter o preço', diz gerente de marmitaria sobre venda de comida após alta dos produtos em MT"
707,Assembleia do RS aprova projeto que limita investimentos públicos para adesão ao Regime de Recuperação Fiscal
707,Pais reclamam da falta de monitores para alunos com deficiência em Sinop (MT)
706,RS chega a 29 mortes por dengue; já são 24 mil casos este ano
706,"Rússia proíbe entrada de 963 americanos, incluindo Biden e Blinken"
705,Reino Unido: Finlândia e Suécia devem aderir à Otan 'o mais rápido possível'
705,Governo do Estado lança campanha Aquece Paraná nesta terça
704,Programação de aniversário de Palmas terá esquadrilha da fumaça e show de Léo Santana
704,Carnaval em Nova Friburgo: veja apuração dos votos e como foi a cobertura em Tempo Real do desfile das Escolas de Samba na cidade
703,"5 receitas práticas para fazer sucesso na cozinha, usando a Air Fryer"
703,Justiça Eleitoral mantém direitos políticos de Luciano Hang por unanimidade
702,Moradores de bairros atingidos por rachaduras em Maceió acompanham  audiência contra Braskem na Holanda
702,RS deve ter frio intenso e vento de até 100 km/h nos próximos dias; há chance de neve na Serra
702,Pesquisa sobre saúde bucal é realizada com moradores de 12 municípios de Alagoas
702,Por que preço do óleo de cozinha disparou no Brasil e no mundo
702,"Só 28% dos aparelhos usados por pacientes com deficiência em SP foram cedidos pelo poder público, diz estudo"
701,Aposentadoria por idade pode ser solicitada quando ao INSS?
701,Guedes participa do Fórum Econômico Mundial entre 23 e 26 de maio
700,PRF registra apreensão recorde de cocaína em 2021
700,Temporada final de Chicago Fire terá volta de Casey
699,"Bairro do Morumbi, em São Paulo, registra alta no número de roubos e assaltos em 2022"
699,Gravação de oligarca russo reforça tese de que Putin está com câncer terminal
698,Bolsonaro provoca STF e TSE e diz que nunca vai ser preso
698,Opção econômica para quem quer viajar
698,Policiais ajudam mulher em trabalho de parto a chegar à maternidade em meio às chuvas
697,"Ciclone, neve e tempestades: Tempo muda em 15 estados do Brasil esta semana"
697,"Inflação medida pelo IGP-10 recua para 0,10% em maio, diz FGV"
696,Magazine Luiza fecha 1º trimestre com prejuízo de quase R$ 100 milhões
696,Guedes sobre PT revogar reformas: 'Mentores da destruição de empregos'
695,Turquia diz que vai bloquear entrada de Suécia e Finlândia na Otan
695,Confira vagas da Casa do Trabalhador e de outras empresas de Feira de Santana disponíveis nesta terça
694,O impacto das alterações climáticas na inflação global
694,"Chuva de 10h de duração, que alagou rodovias e destruiu pontes, causa risco de desabastecimento no Pará"
693,"Presidente do CNE sobre o homeschooling: ""Governo poderia ter outras prioridades?"
693,Homem é preso por tentativa de feminicídio após esfaquear a mulher em Marília
692,Serasa: Modos para limpar seu nome e ter um bom score
692,VÍDEO: vereador de Altinho é flagrado jogando pedras em prédio público da cidade
